Make,Model,Year,QIRRate,DefectRate,Composite score,Filter,Make and model,,Unique makes,Unique models
Toyota,Corolla,2004,88,19,0.742083333,TRUE,Toyota Corolla,,,
Toyota,Prius,2004,88,19,0.742083333,TRUE,Toyota Prius,,,
Toyota,Avalon,2002,90,20,0.741666667,TRUE,Toyota Avalon,,,
Toyota,Sequoia,2002,90,20,0.741666667,TRUE,Toyota Sequoia,,,
Honda,Civic,2006,83,17,0.737916667,TRUE,Honda Civic,,,
Acura,TSX,2012,85,18,0.7375,TRUE,Acura TSX,,,
Audi,A5,2012,85,18,0.7375,TRUE,Audi A5,,,
Audi,A5,2013,85,18,0.7375,TRUE,Audi A5,,,
Cadillac,Escalade,2005,85,18,0.7375,TRUE,Cadillac Escalade,,,
Ford,Expedition,2012,85,18,0.7375,TRUE,Ford Expedition,,,
Honda,CR-V,2005,85,18,0.7375,TRUE,Honda CR-V,,,
Honda,CR-V,2012,85,18,0.7375,TRUE,Honda CR-V,,,
Lincoln,Navigator,2011,85,18,0.7375,TRUE,Lincoln Navigator,,,
Subaru,Legacy,2013,85,18,0.7375,TRUE,Subaru Legacy,,,
Jeep,Wrangler,2004,87,19,0.737083333,TRUE,Jeep Wrangler,,,
Lincoln,Navigator,2012,87,19,0.737083333,TRUE,Lincoln Navigator,,,
Chevrolet,Tahoe,2001,78,15,0.73375,TRUE,Chevrolet Tahoe,,,
Acura,RDX,2009,80,16,0.733333333,TRUE,Acura RDX,,,
Audi,A5,2009,80,16,0.733333333,TRUE,Audi A5,,,
Chevrolet,Impala,2015,80,16,0.733333333,TRUE,Chevrolet Impala,,,
Acura,RL,2006,82,17,0.732916667,TRUE,Acura RL,,,
Ford,Expedition,2013,82,17,0.732916667,TRUE,Ford Expedition,,,
BMW,3_Series,2014,86,19,0.732083333,TRUE,BMW 3_Series,,,
Jeep,Wrangler,2012,86,19,0.732083333,TRUE,Jeep Wrangler,,,
Acura,Vigor,2007,,13,0.729166667,TRUE,Acura Vigor,,,
Acura,Vigor,2008,,13,0.729166667,TRUE,Acura Vigor,,,
Chevrolet,Volt,2007,,13,0.729166667,TRUE,Chevrolet Volt,,,
Chevrolet,Volt,2008,,13,0.729166667,TRUE,Chevrolet Volt,,,
Audi,A3,2011,75,14,0.729166667,TRUE,Audi A3,,,
Audi,Q7,2017,75,14,0.729166667,TRUE,Audi Q7,,,
Chevrolet,Impala,2017,75,14,0.729166667,TRUE,Chevrolet Impala,,,
Kia,Forte,2017,75,14,0.729166667,TRUE,Kia Forte,,,
Acura,TSX,2004,85,19,0.727083333,TRUE,Acura TSX,,,
Cadillac,Escalade,2004,85,19,0.727083333,TRUE,Cadillac Escalade,,,
Ford,Mustang,2012,85,19,0.727083333,TRUE,Ford Mustang,,,
Ford,Mustang,2013,85,19,0.727083333,TRUE,Ford Mustang,,,
Honda,CR-V,2013,85,19,0.727083333,TRUE,Honda CR-V,,,
Honda,CR-V,2014,85,19,0.727083333,TRUE,Honda CR-V,,,
Acura,TL,2010,78,16,0.723333333,TRUE,Acura TL,,,
Cadillac,Escalade,2008,78,16,0.723333333,TRUE,Cadillac Escalade,,,
Chevrolet,Corvette,2011,78,16,0.723333333,TRUE,Chevrolet Corvette,,,
Lincoln,MKX,2007,78,16,0.723333333,TRUE,Lincoln MKX,,,
Acura,RL,2007,80,17,0.722916667,TRUE,Acura RL,,,
Audi,A6,2013,80,17,0.722916667,TRUE,Audi A6,,,
Volvo,XC60,2012,80,17,0.722916667,TRUE,Volvo XC60,,,
Buick,LaCrosse,2014,82,18,0.7225,TRUE,Buick LaCrosse,,,
Chevrolet,Tahoe,2003,82,18,0.7225,TRUE,Chevrolet Tahoe,,,
Mazda,Mazda5,2013,82,18,0.7225,TRUE,Mazda Mazda5,,,
Audi,A6,2015,75,15,0.71875,TRUE,Audi A6,,,
Buick,Enclave,2015,75,15,0.71875,TRUE,Buick Enclave,,,
Chevrolet,Tahoe,2008,77,16,0.718333333,TRUE,Chevrolet Tahoe,,,
Toyota,Sienna,2009,77,16,0.718333333,TRUE,Toyota Sienna,,,
Honda,CR-V,2003,85,20,0.716666667,TRUE,Honda CR-V,,,
Toyota,Sienna,2003,85,20,0.716666667,TRUE,Toyota Sienna,,,
Cadillac,Escalade,2007,78,17,0.712916667,TRUE,Cadillac Escalade,,,
Mercedes-Benz,E_Class,2010,78,17,0.712916667,TRUE,Mercedes-Benz E_Class,,,
Subaru,Legacy,2011,78,17,0.712916667,TRUE,Subaru Legacy,,,
Buick,LaCrosse,2012,80,18,0.7125,TRUE,Buick LaCrosse,,,
Chevrolet,Impala,2012,80,18,0.7125,TRUE,Chevrolet Impala,,,
Subaru,Outback,2014,82,19,0.712083333,TRUE,Subaru Outback,,,
Buick,LaCrosse,2008,75,16,0.708333333,TRUE,Buick LaCrosse,,,
Chevrolet,Corvette,2009,75,16,0.708333333,TRUE,Chevrolet Corvette,,,
Chevrolet,Corvette,2010,75,16,0.708333333,TRUE,Chevrolet Corvette,,,
Chevrolet,Impala,2009,75,16,0.708333333,TRUE,Chevrolet Impala,,,
Chevrolet,Impala,2010,75,16,0.708333333,TRUE,Chevrolet Impala,,,
Dodge,Challenger,2009,75,16,0.708333333,TRUE,Dodge Challenger,,,
Ford,Mustang,2007,75,16,0.708333333,TRUE,Ford Mustang,,,
Honda,Fit,2007,75,16,0.708333333,TRUE,Honda Fit,,,
Honda,Fit,2008,75,16,0.708333333,TRUE,Honda Fit,,,
Mazda,Mazda3,2009,75,16,0.708333333,TRUE,Mazda Mazda3,,,
Nissan,Xterra,2008,75,16,0.708333333,TRUE,Nissan Xterra,,,
Toyota,Sienna,2008,75,16,0.708333333,TRUE,Toyota Sienna,,,
Acura,Legend,2003,,14,0.708333333,TRUE,Acura Legend,,,
Acura,Legend,2004,,14,0.708333333,TRUE,Acura Legend,,,
Acura,RSX,2017,,14,0.708333333,TRUE,Acura RSX,,,
Acura,SLX,2008,,14,0.708333333,TRUE,Acura SLX,,,
Acura,SLX,2009,,14,0.708333333,TRUE,Acura SLX,,,
Acura,SLX,2010,,14,0.708333333,TRUE,Acura SLX,,,
Acura,Vigor,2005,,14,0.708333333,TRUE,Acura Vigor,,,
Acura,Vigor,2006,,14,0.708333333,TRUE,Acura Vigor,,,
Acura,ZDX,2006,,14,0.708333333,TRUE,Acura ZDX,,,
Acura,ZDX,2007,,14,0.708333333,TRUE,Acura ZDX,,,
Audi,A5,2017,,14,0.708333333,TRUE,Audi A5,,,
Audi,A6,2017,,14,0.708333333,TRUE,Audi A6,,,
Audi,A7,2006,,14,0.708333333,TRUE,Audi A7,,,
Audi,R8,2002,,14,0.708333333,TRUE,Audi R8,,,
Audi,TT,2010,,14,0.708333333,TRUE,Audi TT,,,
Audi,TT,2016,,14,0.708333333,TRUE,Audi TT,,,
Audi,TT,2017,,14,0.708333333,TRUE,Audi TT,,,
BMW,M5,2017,,14,0.708333333,TRUE,BMW M5,,,
BMW,Z4,2017,,14,0.708333333,TRUE,BMW Z4,,,
Chevrolet,Volt,2005,,14,0.708333333,TRUE,Chevrolet Volt,,,
Chevrolet,Volt,2006,,14,0.708333333,TRUE,Chevrolet Volt,,,
Mazda,Mazda5,2016,,14,0.708333333,TRUE,Mazda Mazda5,,,
Mazda,Mazda5,2017,,14,0.708333333,TRUE,Mazda Mazda5,,,
Nissan,Leaf,2017,,14,0.708333333,TRUE,Nissan Leaf,,,
Nissan,Xterra,2017,,14,0.708333333,TRUE,Nissan Xterra,,,
Nissan,Xterra,2018,,14,0.708333333,TRUE,Nissan Xterra,,,
Porsche,Cayman,2017,,14,0.708333333,TRUE,Porsche Cayman,,,
Scion,iQ,2017,,14,0.708333333,TRUE,Scion iQ,,,
Subaru,Impreza,2001,,14,0.708333333,TRUE,Subaru Impreza,,,
Toyota,Avalon,2017,,14,0.708333333,TRUE,Toyota Avalon,,,
Toyota,Sequoia,2016,,14,0.708333333,TRUE,Toyota Sequoia,,,
Toyota,Sequoia,2017,,14,0.708333333,TRUE,Toyota Sequoia,,,
Volvo,S60,2017,,14,0.708333333,TRUE,Volvo S60,,,
Volvo,V90,2006,,14,0.708333333,TRUE,Volvo V90,,,
Chevrolet,Corvette,2017,70,14,0.704166667,TRUE,Chevrolet Corvette,,,
GMC,Acadia,2017,70,14,0.704166667,TRUE,GMC Acadia,,,
Dodge,Challenger,2010,74,16,0.703333333,TRUE,Dodge Challenger,,,
Chevrolet,Impala,2011,78,18,0.7025,TRUE,Chevrolet Impala,,,
Mercedes-Benz,E_Class,2011,78,18,0.7025,TRUE,Mercedes-Benz E_Class,,,
Acura,TSX,2005,80,19,0.702083333,TRUE,Acura TSX,,,
Ford,Explorer,2012,80,19,0.702083333,TRUE,Ford Explorer,,,
Toyota,Yaris,2013,80,19,0.702083333,TRUE,Toyota Yaris,,,
Toyota,Corolla,2003,82,20,0.701666667,TRUE,Toyota Corolla,,,
Audi,TT,2008,75,17,0.697916667,TRUE,Audi TT,,,
Chevrolet,Impala,2014,75,17,0.697916667,TRUE,Chevrolet Impala,,,
Chevrolet,Tahoe,2007,75,17,0.697916667,TRUE,Chevrolet Tahoe,,,
Hyundai,Elantra,2006,75,17,0.697916667,TRUE,Hyundai Elantra,,,
Mercedes-Benz,E_Class,2014,75,17,0.697916667,TRUE,Mercedes-Benz E_Class,,,
Subaru,Legacy,2010,75,17,0.697916667,TRUE,Subaru Legacy,,,
Toyota,Sienna,2007,75,17,0.697916667,TRUE,Toyota Sienna,,,
Volkswagen,Golf,2010,75,17,0.697916667,TRUE,Volkswagen Golf,,,
Volvo,XC70,2011,75,17,0.697916667,TRUE,Volvo XC70,,,
Chrysler,300,2017,70,15,0.69375,TRUE,Chrysler 300,,,
Mercedes-Benz,E_Class,2017,70,15,0.69375,TRUE,Mercedes-Benz E_Class,,,
Dodge,Challenger,2008,72,16,0.693333333,TRUE,Dodge Challenger,,,
Dodge,Challenger,2014,76,18,0.6925,TRUE,Dodge Challenger,,,
Honda,Accord,2004,76,18,0.6925,TRUE,Honda Accord,,,
Mercedes-Benz,E_Class,2012,76,18,0.6925,TRUE,Mercedes-Benz E_Class,,,
BMW,3_Series,2013,78,19,0.692083333,TRUE,BMW 3_Series,,,
Ford,Explorer,2016,78,19,0.692083333,TRUE,Ford Explorer,,,
Toyota,Highlander,2003,80,20,0.691666667,TRUE,Toyota Highlander,,,
Ford,Expedition,2004,73,17,0.687916667,TRUE,Ford Expedition,,,
Acura,CL,2016,,15,0.6875,TRUE,Acura CL,,,
Acura,CL,2017,,15,0.6875,TRUE,Acura CL,,,
Acura,Integra,2016,,15,0.6875,TRUE,Acura Integra,,,
Acura,Integra,2017,,15,0.6875,TRUE,Acura Integra,,,
Acura,RDX,2011,75,18,0.6875,TRUE,Acura RDX,,,
Acura,RDX,2017,,15,0.6875,TRUE,Acura RDX,,,
Acura,RL,2017,,15,0.6875,TRUE,Acura RL,,,
Acura,RSX,2005,75,18,0.6875,TRUE,Acura RSX,,,
Acura,RSX,2016,,15,0.6875,TRUE,Acura RSX,,,
Acura,TL,2016,,15,0.6875,TRUE,Acura TL,,,
Acura,TL,2017,,15,0.6875,TRUE,Acura TL,,,
Acura,Vigor,2004,,15,0.6875,TRUE,Acura Vigor,,,
Audi,A5,2016,,15,0.6875,TRUE,Audi A5,,,
Audi,A6,2019,,15,0.6875,TRUE,Audi A6,,,
Audi,A7,2005,,15,0.6875,TRUE,Audi A7,,,
Audi,R8,1999,,15,0.6875,TRUE,Audi R8,,,
BMW,5_Series,2019,,15,0.6875,TRUE,BMW 5_Series,,,
BMW,M5,2016,,15,0.6875,TRUE,BMW M5,,,
Ford,Expedition,2016,75,18,0.6875,TRUE,Ford Expedition,,,
Lincoln,MKX,2017,,15,0.6875,TRUE,Lincoln MKX,,,
Mercedes-Benz,E_Class,2004,75,18,0.6875,TRUE,Mercedes-Benz E_Class,,,
Mercedes-Benz,E_Class,2018,,15,0.6875,TRUE,Mercedes-Benz E_Class,,,
MINI,Cooper,2017,,15,0.6875,TRUE,MINI Cooper,,,
MINI,Cooper,2018,,15,0.6875,TRUE,MINI Cooper,,,
Nissan,Leaf,2016,,15,0.6875,TRUE,Nissan Leaf,,,
Nissan,Xterra,2016,,15,0.6875,TRUE,Nissan Xterra,,,
Porsche,911,1996,,15,0.6875,TRUE,Porsche 911,,,
Porsche,Cayman,2016,,15,0.6875,TRUE,Porsche Cayman,,,
Subaru,Legacy,2016,,15,0.6875,TRUE,Subaru Legacy,,,
Toyota,Sienna,2016,,15,0.6875,TRUE,Toyota Sienna,,,
Toyota,Tacoma,2001,75,18,0.6875,TRUE,Toyota Tacoma,,,
Volkswagen,Eos,2012,75,18,0.6875,TRUE,Volkswagen Eos,,,
Volvo,S80,2017,,15,0.6875,TRUE,Volvo S80,,,
Volvo,V90,2005,,15,0.6875,TRUE,Volvo V90,,,
Volvo,XC60,2013,75,18,0.6875,TRUE,Volvo XC60,,,
Volvo,XC60,2017,,15,0.6875,TRUE,Volvo XC60,,,
Volvo,XC70,2017,,15,0.6875,TRUE,Volvo XC70,,,
Audi,A5,2008,70,16,0.683333333,TRUE,Audi A5,,,
Toyota,Corolla,2008,70,16,0.683333333,TRUE,Toyota Corolla,,,
Volvo,S60,2008,70,16,0.683333333,TRUE,Volvo S60,,,
Lincoln,Navigator,2009,72,17,0.682916667,TRUE,Lincoln Navigator,,,
Mercedes-Benz,E_Class,2008,72,17,0.682916667,TRUE,Mercedes-Benz E_Class,,,
Mercedes-Benz,E_Class,2005,74,18,0.6825,TRUE,Mercedes-Benz E_Class,,,
Buick,Enclave,2013,75,19,0.677083333,TRUE,Buick Enclave,,,
Buick,LaCrosse,2011,75,19,0.677083333,TRUE,Buick LaCrosse,,,
Ford,Explorer,2013,75,19,0.677083333,TRUE,Ford Explorer,,,
Honda,CR-V,2004,75,19,0.677083333,TRUE,Honda CR-V,,,
Mercedes-Benz,E_Class,2013,75,19,0.677083333,TRUE,Mercedes-Benz E_Class,,,
Acura,RDX,2007,70,17,0.672916667,TRUE,Acura RDX,,,
Ford,Explorer,2014,70,17,0.672916667,TRUE,Ford Explorer,,,
Ford,Explorer,2015,70,17,0.672916667,TRUE,Ford Explorer,,,
Kia,Forte,2016,70,17,0.672916667,TRUE,Kia Forte,,,
Lincoln,Navigator,2008,70,17,0.672916667,TRUE,Lincoln Navigator,,,
Mercedes-Benz,E_Class,2009,70,17,0.672916667,TRUE,Mercedes-Benz E_Class,,,
BMW,3_Series,2004,72,18,0.6725,TRUE,BMW 3_Series,,,
Honda,Odyssey,2012,72,18,0.6725,TRUE,Honda Odyssey,,,
Honda,Odyssey,2013,72,18,0.6725,TRUE,Honda Odyssey,,,
Acura,Integra,2008,,16,0.666666667,TRUE,Acura Integra,,,
Acura,Integra,2009,,16,0.666666667,TRUE,Acura Integra,,,
Acura,Legend,1997,,16,0.666666667,TRUE,Acura Legend,,,
Acura,Legend,1998,,16,0.666666667,TRUE,Acura Legend,,,
Acura,Legend,1999,,16,0.666666667,TRUE,Acura Legend,,,
Acura,Legend,2001,,16,0.666666667,TRUE,Acura Legend,,,
Acura,Legend,2002,,16,0.666666667,TRUE,Acura Legend,,,
Acura,RL,2008,,16,0.666666667,TRUE,Acura RL,,,
Acura,RL,2009,,16,0.666666667,TRUE,Acura RL,,,
Acura,RL,2010,,16,0.666666667,TRUE,Acura RL,,,
Acura,RL,2016,,16,0.666666667,TRUE,Acura RL,,,
Acura,RSX,2008,,16,0.666666667,TRUE,Acura RSX,,,
Acura,RSX,2009,,16,0.666666667,TRUE,Acura RSX,,,
Acura,RSX,2010,,16,0.666666667,TRUE,Acura RSX,,,
Acura,RSX,2011,,16,0.666666667,TRUE,Acura RSX,,,
Acura,SLX,2006,,16,0.666666667,TRUE,Acura SLX,,,
Acura,SLX,2007,,16,0.666666667,TRUE,Acura SLX,,,
Acura,TSX,2016,,16,0.666666667,TRUE,Acura TSX,,,
Acura,TSX,2017,,16,0.666666667,TRUE,Acura TSX,,,
Acura,ZDX,2005,,16,0.666666667,TRUE,Acura ZDX,,,
Audi,A5,2007,,16,0.666666667,TRUE,Audi A5,,,
Audi,A7,2004,,16,0.666666667,TRUE,Audi A7,,,
Audi,R8,2000,,16,0.666666667,TRUE,Audi R8,,,
Audi,R8,2001,,16,0.666666667,TRUE,Audi R8,,,
BMW,M5,2009,,16,0.666666667,TRUE,BMW M5,,,
BMW,M5,2010,,16,0.666666667,TRUE,BMW M5,,,
BMW,Z4,2010,,16,0.666666667,TRUE,BMW Z4,,,
BMW,Z4,2011,,16,0.666666667,TRUE,BMW Z4,,,
Kia,Forte,2008,,16,0.666666667,TRUE,Kia Forte,,,
Lincoln,MKX,2016,,16,0.666666667,TRUE,Lincoln MKX,,,
MINI,Cooper,2016,,16,0.666666667,TRUE,MINI Cooper,,,
Nissan,Leaf,2008,,16,0.666666667,TRUE,Nissan Leaf,,,
Nissan,Leaf,2009,,16,0.666666667,TRUE,Nissan Leaf,,,
Nissan,Leaf,2010,,16,0.666666667,TRUE,Nissan Leaf,,,
Nissan,Leaf,2011,,16,0.666666667,TRUE,Nissan Leaf,,,
Porsche,Cayman,2008,,16,0.666666667,TRUE,Porsche Cayman,,,
Porsche,Cayman,2009,,16,0.666666667,TRUE,Porsche Cayman,,,
Porsche,Cayman,2010,,16,0.666666667,TRUE,Porsche Cayman,,,
Porsche,Cayman,2011,,16,0.666666667,TRUE,Porsche Cayman,,,
Scion,iQ,2016,,16,0.666666667,TRUE,Scion iQ,,,
Toyota,Avalon,2009,,16,0.666666667,TRUE,Toyota Avalon,,,
Toyota,Avalon,2010,,16,0.666666667,TRUE,Toyota Avalon,,,
Toyota,Sequoia,2015,,16,0.666666667,TRUE,Toyota Sequoia,,,
Toyota,Sienna,2011,,16,0.666666667,TRUE,Toyota Sienna,,,
Toyota,Yaris,2016,,16,0.666666667,TRUE,Toyota Yaris,,,
Volkswagen,CC,2015,,16,0.666666667,TRUE,Volkswagen CC,,,
Volkswagen,Eos,2016,,16,0.666666667,TRUE,Volkswagen Eos,,,
Volkswagen,Golf,2009,,16,0.666666667,TRUE,Volkswagen Golf,,,
Volvo,S80,2015,,16,0.666666667,TRUE,Volvo S80,,,
Volvo,XC60,2008,,16,0.666666667,TRUE,Volvo XC60,,,
Volvo,XC60,2009,,16,0.666666667,TRUE,Volvo XC60,,,
Acura,RL,2005,70,18,0.6625,TRUE,Acura RL,,,
Chevrolet,Impala,2013,70,18,0.6625,TRUE,Chevrolet Impala,,,
Honda,Odyssey,2009,70,18,0.6625,TRUE,Honda Odyssey,,,
Honda,Odyssey,2011,70,18,0.6625,TRUE,Honda Odyssey,,,
Volvo,XC70,2007,70,18,0.6625,TRUE,Volvo XC70,,,
BMW,5_Series,2013,70,19,0.652083333,TRUE,BMW 5_Series,,,
Chrysler,300,2013,70,19,0.652083333,TRUE,Chrysler 300,,,
Acura,CL,2006,,17,0.645833333,TRUE,Acura CL,,,
Acura,CL,2007,,17,0.645833333,TRUE,Acura CL,,,
Acura,CL,2008,,17,0.645833333,TRUE,Acura CL,,,
Acura,CL,2009,,17,0.645833333,TRUE,Acura CL,,,
Acura,CL,2010,,17,0.645833333,TRUE,Acura CL,,,
Acura,CL,2011,,17,0.645833333,TRUE,Acura CL,,,
Acura,CL,2015,,17,0.645833333,TRUE,Acura CL,,,
Acura,Integra,2006,,17,0.645833333,TRUE,Acura Integra,,,
Acura,Integra,2007,,17,0.645833333,TRUE,Acura Integra,,,
Acura,Integra,2010,,17,0.645833333,TRUE,Acura Integra,,,
Acura,Integra,2011,,17,0.645833333,TRUE,Acura Integra,,,
Acura,Integra,2015,,17,0.645833333,TRUE,Acura Integra,,,
Acura,RDX,2006,,17,0.645833333,TRUE,Acura RDX,,,
Acura,RL,2011,,17,0.645833333,TRUE,Acura RL,,,
Acura,RL,2015,,17,0.645833333,TRUE,Acura RL,,,
Acura,RSX,2012,,17,0.645833333,TRUE,Acura RSX,,,
Acura,RSX,2015,,17,0.645833333,TRUE,Acura RSX,,,
Acura,SLX,2004,,17,0.645833333,TRUE,Acura SLX,,,
Acura,SLX,2005,,17,0.645833333,TRUE,Acura SLX,,,
Acura,TL,2015,,17,0.645833333,TRUE,Acura TL,,,
Acura,ZDX,2004,,17,0.645833333,TRUE,Acura ZDX,,,
Audi,Q7,2006,,17,0.645833333,TRUE,Audi Q7,,,
Audi,R8,1997,,17,0.645833333,TRUE,Audi R8,,,
Audi,R8,1998,,17,0.645833333,TRUE,Audi R8,,,
Audi,TT,2007,,17,0.645833333,TRUE,Audi TT,,,
Audi,TT,2013,,17,0.645833333,TRUE,Audi TT,,,
Audi,TT,2015,,17,0.645833333,TRUE,Audi TT,,,
BMW,M5,2002,,17,0.645833333,TRUE,BMW M5,,,
BMW,M5,2011,,17,0.645833333,TRUE,BMW M5,,,
BMW,M5,2014,,17,0.645833333,TRUE,BMW M5,,,
BMW,M5,2015,,17,0.645833333,TRUE,BMW M5,,,
Buick,Enclave,2007,,17,0.645833333,TRUE,Buick Enclave,,,
Chevrolet,Volt,2004,,17,0.645833333,TRUE,Chevrolet Volt,,,
Kia,Forte,2007,,17,0.645833333,TRUE,Kia Forte,,,
Lincoln,MKX,2015,,17,0.645833333,TRUE,Lincoln MKX,,,
Mazda,CX-5,2007,,17,0.645833333,TRUE,Mazda CX-5,,,
Mazda,CX-5,2008,,17,0.645833333,TRUE,Mazda CX-5,,,
Mazda,CX-5,2009,,17,0.645833333,TRUE,Mazda CX-5,,,
Mazda,CX-5,2010,,17,0.645833333,TRUE,Mazda CX-5,,,
Mazda,CX-5,2011,,17,0.645833333,TRUE,Mazda CX-5,,,
Mazda,MX-5,2015,,17,0.645833333,TRUE,Mazda MX-5,,,
MINI,Cooper,2011,,17,0.645833333,TRUE,MINI Cooper,,,
MINI,Cooper,2012,,17,0.645833333,TRUE,MINI Cooper,,,
MINI,Cooper,2015,,17,0.645833333,TRUE,MINI Cooper,,,
Nissan,Leaf,2007,,17,0.645833333,TRUE,Nissan Leaf,,,
Nissan,Leaf,2015,,17,0.645833333,TRUE,Nissan Leaf,,,
Porsche,Cayman,2007,,17,0.645833333,TRUE,Porsche Cayman,,,
Porsche,Cayman,2015,,17,0.645833333,TRUE,Porsche Cayman,,,
Scion,iQ,2007,,17,0.645833333,TRUE,Scion iQ,,,
Scion,iQ,2008,,17,0.645833333,TRUE,Scion iQ,,,
Scion,iQ,2009,,17,0.645833333,TRUE,Scion iQ,,,
Scion,iQ,2010,,17,0.645833333,TRUE,Scion iQ,,,
Scion,iQ,2011,,17,0.645833333,TRUE,Scion iQ,,,
Scion,iQ,2015,,17,0.645833333,TRUE,Scion iQ,,,
Toyota,Avalon,2011,,17,0.645833333,TRUE,Toyota Avalon,,,
Toyota,Avalon,2015,,17,0.645833333,TRUE,Toyota Avalon,,,
Toyota,Sienna,2015,,17,0.645833333,TRUE,Toyota Sienna,,,
Toyota,Yaris,2006,,17,0.645833333,TRUE,Toyota Yaris,,,
Volkswagen,CC,2007,,17,0.645833333,TRUE,Volkswagen CC,,,
Volkswagen,Eos,2015,,17,0.645833333,TRUE,Volkswagen Eos,,,
Volkswagen,Golf,2014,,17,0.645833333,TRUE,Volkswagen Golf,,,
Volvo,S60,2018,,17,0.645833333,TRUE,Volvo S60,,,
Volvo,S80,2011,,17,0.645833333,TRUE,Volvo S80,,,
Volvo,V90,1999,,17,0.645833333,TRUE,Volvo V90,,,
Volvo,V90,2004,,17,0.645833333,TRUE,Volvo V90,,,
Volvo,XC60,2007,,17,0.645833333,TRUE,Volvo XC60,,,
